-94016.574258,-91456.948657,-73196.959032,-84981.386113,-71284.337540,-67177.435906,-79981.143053,-88393.615101
-93991.470604,-91410.284764,-73319.901170,-84991.097511,-71445.274273,-67465.313724,-80021.753239,-88389.155269
-94010.809554,-91382.687931,-73209.701600,-84956.733558,-71411.624106,-67378.786107,-79961.605435,-88370.497126
-94032.127009,-91423.459843,-73081.521004,-84940.865020,-71263.050419,-67098.299147,-79918.445145,-88369.082853
-94018.634713,-91447.426737,-73165.528683,-84968.332081,-71270.014032,-67140.828758,-79968.398243,-88386.936003
-93992.320736,-91411.451145,-73299.559175,-84981.470597,-71420.137198,-67414.895883,-80016.675864,-88388.954608
-94006.532290,-91381.152503,-73237.990893,-84950.755896,-71434.608478,-67409.014796,-79973.465927,-88371.861604
-94030.120667,-91410.270657,-73103.545041,-84931.390778,-71300.465316,-67145.353389,-79921.690118,-88364.915745
-94014.249968,-91437.388811,-73157.396353,-84951.127740,-71289.432577,-67133.865458,-79951.497427,-88372.564591
-93993.461106,-91408.116630,-73284.618760,-84968.688925,-71408.157406,-67370.016135,-79999.759234,-88378.740311
-93998.638000,-91379.319397,-73271.234529,-84957.851217,-71466.093031,-67437.151299,-79979.923154,-88365.791831
-94021.041282,-91395.382584,-73139.451886,-84936.464411,-71358.863525,-67211.115265,-79925.625923,-88361.985953
-94026.610475,-91433.584704,-73147.954761,-84954.823813,-71307.219312,-67135.558859,-79947.351820,-88379.795062
-94009.007190,-91419.282188,-73252.953855,-84972.649280,-71385.304088,-67316.926181,-79997.191914,-88394.488699
-94011.698448,-91387.820111,-73241.323134,-84961.261873,-71420.329791,-67394.211065,-79988.577793,-88391.932043
-94030.257886,-91402.314365,-73133.962927,-84945.030119,-71343.643262,-67221.856527,-79945.384070,-88380.680837
-94028.639401,-91426.934598,-73110.032442,-84950.308571,-71270.198539,-67107.144408,-79947.270288,-88385.648778
-94010.018421,-91425.005068,-73206.088116,-84973.085692,-71325.892636,-67250.342454,-79997.211244,-88397.734570
-94008.587996,-91395.060308,-73240.285592,-84965.708101,-71400.099242,-67382.234416,-80001.524280,-88388.444356
-94028.493897,-91399.497593,-73145.735136,-84947.284321,-71341.668090,-67250.947450,-79959.303645,-88374.255229
-94035.568198,-91432.253603,-73111.894142,-84954.435663,-71270.977540,-67121.616337,-79956.351602,-88380.836388
-94017.296002,-91434.163629,-73205.337007,-84977.377376,-71326.125065,-67238.554467,-79997.544783,-88392.761320
-94008.029196,-91399.759158,-73251.237931,-84973.160178,-71401.828235,-67379.542344,-80004.245933,-88386.363082
