-97901.532571,-92071.759892,-75741.793143,-88963.967229,-71926.492632,-73562.074109,-84570.738860,-87133.293288
-97869.732981,-92032.550511,-75869.652783,-88981.983195,-72063.160978,-73849.825847,-84624.458585,-87148.921993
-97867.339544,-91994.021394,-75856.072988,-88971.092067,-72113.840913,-73935.374021,-84619.399501,-87145.156633
-97894.396304,-92026.885952,-75726.578146,-88952.063912,-71980.037320,-73667.179353,-84574.098370,-87127.311295
-97897.758869,-92066.576376,-75738.567759,-88961.502809,-71930.119057,-73570.337684,-84580.359848,-87130.179663
-97872.717287,-92034.523215,-75848.843327,-88977.991256,-72036.092583,-73796.385414,-84625.550679,-87144.288593
-97865.566110,-91996.039304,-75867.192404,-88975.264046,-72113.997799,-73934.154458,-84629.990718,-87137.830211
-97884.335876,-92016.162695,-75757.764561,-88958.130839,-72024.945514,-73730.092458,-84586.350566,-87121.009493
-97894.170757,-92061.924466,-75737.425077,-88967.445939,-71956.091599,-73588.549288,-84585.056114,-87126.070183
-97874.290439,-92044.866804,-75834.887251,-88983.823585,-72042.804266,-73763.503321,-84625.553065,-87141.299620
-97862.010189,-91999.392494,-75867.371609,-88981.169383,-72126.741628,-73926.220590,-84639.789171,-87144.015201
-97876.555785,-92008.992964,-75783.640705,-88961.605771,-72073.198897,-73786.525435,-84601.816409,-87130.658832
-97894.458391,-92047.830044,-75731.461509,-88957.273064,-71974.822626,-73604.905815,-84585.327796,-87132.928282
-97879.791489,-92046.727984,-75807.676418,-88974.543211,-72019.985479,-73716.525130,-84618.393241,-87144.539069
-97865.722081,-92010.329048,-75866.308671,-88977.888355,-72120.301193,-73902.614554,-84634.693140,-87143.163697
-97878.418436,-92008.838967,-75800.038029,-88962.142332,-72083.896658,-73813.331115,-84604.231083,-87129.431438
-97892.732375,-92043.243483,-75741.243199,-88955.085591,-71990.715064,-73631.707003,-84582.973426,-87124.904629
-97884.187264,-92046.571991,-75795.071921,-88966.249082,-72010.986368,-73690.571001,-84607.678157,-87139.884287
-97870.864693,-92008.807370,-75845.884846,-88968.285300,-72083.331689,-73859.370200,-84629.985067,-87147.755835
-97881.403107,-92002.337905,-75798.083262,-88958.646672,-72061.946531,-73816.127675,-84612.545633,-87142.118725
